Numero de documentos del corpus:6152
Numero de palabras del corpus:86287
Palabra:_ Frec:297 LogProb:-8.483721112678978
Palabra:o Frec:95 LogProb:-10.117927132419984
Palabra:o_o Frec:1 LogProb:-15.70288963314114
Palabra:oa Frec:2 LogProb:-15.117927132419982
Palabra:oagm Frec:1 LogProb:-15.70288963314114
Palabra:oak Frec:3 LogProb:-14.70288963314114
Palabra:oamsgajagahahah Frec:1 LogProb:-15.70288963314114
Palabra:oayjowc Frec:1 LogProb:-15.70288963314114
Palabra:oazve Frec:1 LogProb:-15.70288963314114
Palabra:obama Frec:17 LogProb:-12.532964631698828
Palabra:obdxz Frec:1 LogProb:-15.70288963314114
Palabra:obiyc Frec:1 LogProb:-15.70288963314114
Palabra:obj Frec:1 LogProb:-15.70288963314114
Palabra:object Frec:2 LogProb:-15.117927132419982
Palabra:objective Frec:1 LogProb:-15.70288963314114
Palabra:obligatory Frec:1 LogProb:-15.70288963314114
Palabra:obliterate Frec:39 LogProb:-11.380961538253779
Palabra:obliterated Frec:42 LogProb:-11.276624878439042
Palabra:obliteration Frec:41 LogProb:-11.310572210362379
Palabra:obo Frec:1 LogProb:-15.70288963314114
Palabra:observations Frec:1 LogProb:-15.70288963314114
Palabra:observer Frec:2 LogProb:-15.117927132419982
Palabra:obsessed Frec:3 LogProb:-14.70288963314114
Palabra:obsolete Frec:1 LogProb:-15.70288963314114
Palabra:obstacles Frec:1 LogProb:-15.70288963314114
Palabra:obtaing Frec:1 LogProb:-15.70288963314114
Palabra:obvious Frec:2 LogProb:-15.117927132419982
Palabra:obviously Frec:1 LogProb:-15.70288963314114
Palabra:oc Frec:5 LogProb:-14.117927132419982
Palabra:occasion Frec:5 LogProb:-14.117927132419982
Palabra:occitane Frec:1 LogProb:-15.70288963314114
Palabra:occupational Frec:1 LogProb:-15.70288963314114
Palabra:occupied Frec:1 LogProb:-15.70288963314114
Palabra:occurred Frec:11 LogProb:-13.117927132419982
Palabra:occurrence Frec:1 LogProb:-15.70288963314114
Palabra:occurs Frec:2 LogProb:-15.117927132419982
Palabra:ocd Frec:1 LogProb:-15.70288963314114
Palabra:ocean Frec:5 LogProb:-14.117927132419982
Palabra:oceans Frec:1 LogProb:-15.70288963314114
Palabra:ocqkutj Frec:1 LogProb:-15.70288963314114
Palabra:octagonal Frec:1 LogProb:-15.70288963314114
Palabra:october Frec:1 LogProb:-15.70288963314114
Palabra:oculusrift Frec:1 LogProb:-15.70288963314114
Palabra:odd Frec:5 LogProb:-14.117927132419982
Palabra:oddball Frec:2 LogProb:-15.117927132419982
Palabra:odds Frec:2 LogProb:-15.117927132419982
Palabra:odell Frec:1 LogProb:-15.70288963314114
Palabra:odeon Frec:1 LogProb:-15.70288963314114
Palabra:odgqhyp Frec:1 LogProb:-15.70288963314114
Palabra:odibqu Frec:1 LogProb:-15.70288963314114
Palabra:oekx Frec:1 LogProb:-15.70288963314114
Palabra:oem Frec:1 LogProb:-15.70288963314114
Palabra:oepcrw Frec:1 LogProb:-15.70288963314114
Palabra:of Frec:1220 LogProb:-6.449042148153736
Palabra:ofa Frec:2 LogProb:-15.117927132419982
Palabra:ofbiwtd Frec:1 LogProb:-15.70288963314114
Palabra:ofclans Frec:2 LogProb:-15.117927132419982
Palabra:off Frec:93 LogProb:-10.148300781463503
Palabra:offdishduty Frec:1 LogProb:-15.70288963314114
Palabra:offended Frec:1 LogProb:-15.70288963314114
Palabra:offensive Frec:32 LogProb:-11.658495513782686
Palabra:offer Frec:5 LogProb:-14.117927132419982
Palabra:offerings Frec:1 LogProb:-15.70288963314114
Palabra:offers Frec:4 LogProb:-14.380961538253777
Palabra:office Frec:8 LogProb:-13.532964631698828
Palabra:officer Frec:3 LogProb:-14.70288963314114
Palabra:officers Frec:4 LogProb:-14.380961538253777
Palabra:offices Frec:1 LogProb:-15.70288963314114
Palabra:official Frec:15 LogProb:-12.70288963314114
Palabra:officially Frec:6 LogProb:-13.895534711083537
Palabra:officials Frec:1 LogProb:-15.70288963314114
Palabra:offroad Frec:15 LogProb:-12.70288963314114
Palabra:offs Frec:1 LogProb:-15.70288963314114
Palabra:offshore Frec:2 LogProb:-15.117927132419982
Palabra:offside Frec:1 LogProb:-15.70288963314114
Palabra:offsite Frec:1 LogProb:-15.70288963314114
Palabra:offspring Frec:2 LogProb:-15.117927132419982
Palabra:ofnsixjks Frec:1 LogProb:-15.70288963314114
Palabra:often Frec:5 LogProb:-14.117927132419982
Palabra:ofv Frec:1 LogProb:-15.70288963314114
Palabra:og Frec:1 LogProb:-15.70288963314114
Palabra:ogc Frec:1 LogProb:-15.70288963314114
Palabra:ogre Frec:1 LogProb:-15.70288963314114
Palabra:ogt Frec:1 LogProb:-15.70288963314114
Palabra:ogzrnpfv Frec:1 LogProb:-15.70288963314114
Palabra:oh Frec:45 LogProb:-11.179327677084126
Palabra:ohgod Frec:1 LogProb:-15.70288963314114
Palabra:ohhh Frec:1 LogProb:-15.70288963314114
Palabra:ohhhh Frec:1 LogProb:-15.70288963314114
Palabra:ohio Frec:1 LogProb:-15.70288963314114
Palabra:ohlordy Frec:1 LogProb:-15.70288963314114
Palabra:ohrfsa Frec:1 LogProb:-15.70288963314114
Palabra:oi Frec:1 LogProb:-15.70288963314114
Palabra:oikawa Frec:1 LogProb:-15.70288963314114
Palabra:oil Frec:13 LogProb:-12.895534711083537
Palabra:oiled Frec:1 LogProb:-15.70288963314114
Palabra:oiler Frec:1 LogProb:-15.70288963314114
Palabra:oils Frec:1 LogProb:-15.70288963314114
Palabra:oinfgxyx Frec:1 LogProb:-15.70288963314114
Palabra:oink Frec:1 LogProb:-15.70288963314114
Palabra:oisn Frec:1 LogProb:-15.70288963314114
Palabra:oivk Frec:1 LogProb:-15.70288963314114
Palabra:oje Frec:1 LogProb:-15.70288963314114
Palabra:ojh Frec:1 LogProb:-15.70288963314114
Palabra:ojoubot Frec:1 LogProb:-15.70288963314114
Palabra:ojyk Frec:1 LogProb:-15.70288963314114
Palabra:ok Frec:21 LogProb:-12.243458014503844
Palabra:okay Frec:22 LogProb:-12.179327677084128
Palabra:okj Frec:1 LogProb:-15.70288963314114
Palabra:okke Frec:1 LogProb:-15.70288963314114
Palabra:oklahoma Frec:2 LogProb:-15.117927132419982
Palabra:okm Frec:1 LogProb:-15.70288963314114
Palabra:oks Frec:2 LogProb:-15.117927132419982
Palabra:oktxduo Frec:1 LogProb:-15.70288963314114
Palabra:ol Frec:3 LogProb:-14.70288963314114
Palabra:olap Frec:3 LogProb:-14.70288963314114
Palabra:old Frec:32 LogProb:-11.658495513782686
Palabra:older Frec:1 LogProb:-15.70288963314114
Palabra:oldest Frec:1 LogProb:-15.70288963314114
Palabra:olds Frec:1 LogProb:-15.70288963314114
Palabra:ole Frec:1 LogProb:-15.70288963314114
Palabra:oli Frec:2 LogProb:-15.117927132419982
Palabra:olive Frec:4 LogProb:-14.380961538253777
Palabra:oliver Frec:2 LogProb:-15.117927132419982
Palabra:oliviamiles Frec:1 LogProb:-15.70288963314114
Palabra:olour Frec:1 LogProb:-15.70288963314114
Palabra:olv Frec:1 LogProb:-15.70288963314114
Palabra:olx Frec:1 LogProb:-15.70288963314114
Palabra:olympic Frec:1 LogProb:-15.70288963314114
Palabra:om Frec:2 LogProb:-15.117927132419982
Palabra:omar Frec:1 LogProb:-15.70288963314114
Palabra:ombudsmanship Frec:1 LogProb:-15.70288963314114
Palabra:omega Frec:3 LogProb:-14.70288963314114
Palabra:omfg Frec:3 LogProb:-14.70288963314114
Palabra:omg Frec:21 LogProb:-12.243458014503844
Palabra:omgggg Frec:2 LogProb:-15.117927132419982
Palabra:omj Frec:1 LogProb:-15.70288963314114
Palabra:omlette Frec:1 LogProb:-15.70288963314114
Palabra:omron Frec:1 LogProb:-15.70288963314114
Palabra:omw Frec:1 LogProb:-15.70288963314114
Palabra:omykqz Frec:1 LogProb:-15.70288963314114
Palabra:on Frec:618 LogProb:-7.429094033926875
Palabra:onbeingwithkristatippett Frec:1 LogProb:-15.70288963314114
Palabra:onc Frec:1 LogProb:-15.70288963314114
Palabra:once Frec:20 LogProb:-12.310572210362379
Palabra:onceaho Frec:1 LogProb:-15.70288963314114
Palabra:one Frec:180 LogProb:-9.203043746057933
Palabra:oneborn Frec:1 LogProb:-15.70288963314114
Palabra:ones Frec:8 LogProb:-13.532964631698828
Palabra:oneself Frec:2 LogProb:-15.117927132419982
Palabra:onesie Frec:1 LogProb:-15.70288963314114
Palabra:online Frec:20 LogProb:-12.310572210362379
Palabra:onlinecommunities Frec:2 LogProb:-15.117927132419982
Palabra:only Frec:82 LogProb:-10.327850201794215
Palabra:onnnn Frec:1 LogProb:-15.70288963314114
Palabra:onshit Frec:1 LogProb:-15.70288963314114
Palabra:onsjhcsd Frec:1 LogProb:-15.70288963314114
Palabra:ontario Frec:2 LogProb:-15.117927132419982
Palabra:onthisday Frec:1 LogProb:-15.70288963314114
Palabra:onus Frec:1 LogProb:-15.70288963314114
Palabra:onxfwlao Frec:1 LogProb:-15.70288963314114
Palabra:onyx Frec:1 LogProb:-15.70288963314114
Palabra:oo Frec:4 LogProb:-14.380961538253777
Palabra:ooavhy Frec:1 LogProb:-15.70288963314114
Palabra:oocvg Frec:1 LogProb:-15.70288963314114
Palabra:oof Frec:1 LogProb:-15.70288963314114
Palabra:ooh Frec:3 LogProb:-14.70288963314114
Palabra:ooisn Frec:1 LogProb:-15.70288963314114
Palabra:oomf Frec:2 LogProb:-15.117927132419982
Palabra:ooo Frec:2 LogProb:-15.117927132419982
Palabra:oooh Frec:1 LogProb:-15.70288963314114
Palabra:ooohshit Frec:1 LogProb:-15.70288963314114
Palabra:ooooohshit Frec:1 LogProb:-15.70288963314114
Palabra:oooooohhhh Frec:1 LogProb:-15.70288963314114
Palabra:ooorrrr Frec:1 LogProb:-15.70288963314114
Palabra:ooow Frec:1 LogProb:-15.70288963314114
Palabra:oops Frec:3 LogProb:-14.70288963314114
Palabra:ootd Frec:1 LogProb:-15.70288963314114
Palabra:oov Frec:1 LogProb:-15.70288963314114
Palabra:oowa Frec:1 LogProb:-15.70288963314114
Palabra:op Frec:2 LogProb:-15.117927132419982
Palabra:opal Frec:1 LogProb:-15.70288963314114
Palabra:oped Frec:2 LogProb:-15.117927132419982
Palabra:open Frec:16 LogProb:-12.6154267918908
Palabra:opened Frec:3 LogProb:-14.70288963314114
Palabra:opener Frec:2 LogProb:-15.117927132419982
Palabra:opening Frec:13 LogProb:-12.895534711083537
Palabra:openly Frec:2 LogProb:-15.117927132419982
Palabra:opens Frec:2 LogProb:-15.117927132419982
Palabra:oper Frec:3 LogProb:-14.70288963314114
Palabra:opera Frec:1 LogProb:-15.70288963314114
Palabra:operate Frec:1 LogProb:-15.70288963314114
Palabra:operation Frec:3 LogProb:-14.70288963314114
Palabra:operational Frec:1 LogProb:-15.70288963314114
Palabra:operations Frec:4 LogProb:-14.380961538253777
Palabra:operatives Frec:1 LogProb:-15.70288963314114
Palabra:opinion Frec:5 LogProb:-14.117927132419982
Palabra:opinionated Frec:1 LogProb:-15.70288963314114
Palabra:opinions Frec:1 LogProb:-15.70288963314114
Palabra:oppa Frec:1 LogProb:-15.70288963314114
Palabra:opponent Frec:1 LogProb:-15.70288963314114
Palabra:opponents Frec:1 LogProb:-15.70288963314114
Palabra:oppose Frec:1 LogProb:-15.70288963314114
Palabra:opposite Frec:3 LogProb:-14.70288963314114
Palabra:opposition Frec:3 LogProb:-14.70288963314114
Palabra:oppressed Frec:1 LogProb:-15.70288963314114
Palabra:oppression Frec:1 LogProb:-15.70288963314114
Palabra:oppressions Frec:4 LogProb:-14.380961538253777
Palabra:ops Frec:5 LogProb:-14.117927132419982
Palabra:optic Frec:1 LogProb:-15.70288963314114
Palabra:optiks Frec:1 LogProb:-15.70288963314114
Palabra:optimistic Frec:2 LogProb:-15.117927132419982
Palabra:optimization Frec:1 LogProb:-15.70288963314114
Palabra:option Frec:4 LogProb:-14.380961538253777
Palabra:optioned Frec:1 LogProb:-15.70288963314114
Palabra:options Frec:5 LogProb:-14.117927132419982
Palabra:opus Frec:5 LogProb:-14.117927132419982
Palabra:opybg Frec:1 LogProb:-15.70288963314114
Palabra:opytbpg Frec:1 LogProb:-15.70288963314114
Palabra:oqela Frec:1 LogProb:-15.70288963314114
Palabra:oqgw Frec:1 LogProb:-15.70288963314114
Palabra:or Frec:204 LogProb:-9.023409533635693
Palabra:oracle Frec:1 LogProb:-15.70288963314114
Palabra:oral Frec:2 LogProb:-15.117927132419982
Palabra:orange Frec:2 LogProb:-15.117927132419982
Palabra:orapinforma Frec:1 LogProb:-15.70288963314114
Palabra:orcas Frec:1 LogProb:-15.70288963314114
Palabra:orchid Frec:1 LogProb:-15.70288963314114
Palabra:orcot Frec:1 LogProb:-15.70288963314114
Palabra:ordained Frec:1 LogProb:-15.70288963314114
Palabra:order Frec:21 LogProb:-12.243458014503844
Palabra:ordered Frec:1 LogProb:-15.70288963314114
Palabra:orders Frec:2 LogProb:-15.117927132419982
Palabra:ordinance Frec:1 LogProb:-15.70288963314114
Palabra:oregon Frec:1 LogProb:-15.70288963314114
Palabra:org Frec:2 LogProb:-15.117927132419982
Palabra:organ Frec:1 LogProb:-15.70288963314114
Palabra:organic Frec:2 LogProb:-15.117927132419982
Palabra:organizations Frec:2 LogProb:-15.117927132419982
Palabra:organizing Frec:1 LogProb:-15.70288963314114
Palabra:orgs Frec:1 LogProb:-15.70288963314114
Palabra:orianna Frec:1 LogProb:-15.70288963314114
Palabra:origin Frec:3 LogProb:-14.70288963314114
Palabra:original Frec:11 LogProb:-13.117927132419982
Palabra:originally Frec:1 LogProb:-15.70288963314114
Palabra:origins Frec:1 LogProb:-15.70288963314114
Palabra:ornament Frec:1 LogProb:-15.70288963314114
Palabra:orphanage Frec:1 LogProb:-15.70288963314114
Palabra:orpik Frec:1 LogProb:-15.70288963314114
Palabra:orpol Frec:1 LogProb:-15.70288963314114
Palabra:orshow Frec:1 LogProb:-15.70288963314114
Palabra:ortiz Frec:2 LogProb:-15.117927132419982
Palabra:os Frec:5 LogProb:-14.117927132419982
Palabra:osage Frec:1 LogProb:-15.70288963314114
Palabra:osha Frec:1 LogProb:-15.70288963314114
Palabra:ossington Frec:1 LogProb:-15.70288963314114
Palabra:ost Frec:1 LogProb:-15.70288963314114
Palabra:osteen Frec:1 LogProb:-15.70288963314114
Palabra:ostensibly Frec:1 LogProb:-15.70288963314114
Palabra:ostentatious Frec:1 LogProb:-15.70288963314114
Palabra:ot Frec:1 LogProb:-15.70288963314114
Palabra:otat Frec:1 LogProb:-15.70288963314114
Palabra:otfne Frec:1 LogProb:-15.70288963314114
Palabra:oth Frec:1 LogProb:-15.70288963314114
Palabra:other Frec:35 LogProb:-11.532964631698826
Palabra:others Frec:11 LogProb:-13.117927132419982
Palabra:otherwise Frec:4 LogProb:-14.380961538253777
Palabra:otl Frec:1 LogProb:-15.70288963314114
Palabra:otleyhour Frec:1 LogProb:-15.70288963314114
Palabra:otn Frec:1 LogProb:-15.70288963314114
Palabra:otoh Frec:1 LogProb:-15.70288963314114
Palabra:otp Frec:1 LogProb:-15.70288963314114
Palabra:otrabaltimore Frec:1 LogProb:-15.70288963314114
Palabra:otrametlife Frec:4 LogProb:-14.380961538253777
Palabra:otratmetlife Frec:1 LogProb:-15.70288963314114
Palabra:otto Frec:1 LogProb:-15.70288963314114
Palabra:otzqfkh Frec:1 LogProb:-15.70288963314114
Palabra:ou Frec:1 LogProb:-15.70288963314114
Palabra:oua Frec:1 LogProb:-15.70288963314114
Palabra:ouch Frec:2 LogProb:-15.117927132419982
Palabra:oucm Frec:1 LogProb:-15.70288963314114
Palabra:ought Frec:1 LogProb:-15.70288963314114
Palabra:ougqy Frec:1 LogProb:-15.70288963314114
Palabra:oui Frec:1 LogProb:-15.70288963314114
Palabra:oup Frec:1 LogProb:-15.70288963314114
Palabra:our Frec:93 LogProb:-10.148300781463503
Palabra:our_mother_mary Frec:1 LogProb:-15.70288963314114
Palabra:ourselves Frec:1 LogProb:-15.70288963314114
Palabra:out Frec:285 LogProb:-8.54301829636275
Palabra:outage Frec:1 LogProb:-15.70288963314114
Palabra:outbid Frec:2 LogProb:-15.117927132419982
Palabra:outbreak Frec:1 LogProb:-15.70288963314114
Palabra:outbreed Frec:1 LogProb:-15.70288963314114
Palabra:outburst Frec:1 LogProb:-15.70288963314114
Palabra:outcome Frec:1 LogProb:-15.70288963314114
Palabra:outcomes Frec:1 LogProb:-15.70288963314114
Palabra:outdoor Frec:3 LogProb:-14.70288963314114
Palabra:outfit Frec:3 LogProb:-14.70288963314114
Palabra:outfits Frec:1 LogProb:-15.70288963314114
Palabra:outlet Frec:2 LogProb:-15.117927132419982
Palabra:outlets Frec:1 LogProb:-15.70288963314114
Palabra:outlook Frec:2 LogProb:-15.117927132419982
Palabra:outnumber Frec:1 LogProb:-15.70288963314114
Palabra:outnumbering Frec:1 LogProb:-15.70288963314114
Palabra:output Frec:1 LogProb:-15.70288963314114
Palabra:outrage Frec:1 LogProb:-15.70288963314114
Palabra:outrageous Frec:1 LogProb:-15.70288963314114
Palabra:outside Frec:14 LogProb:-12.79599903753262
Palabra:outskirts Frec:1 LogProb:-15.70288963314114
Palabra:outta Frec:3 LogProb:-14.70288963314114
Palabra:ouvindo Frec:2 LogProb:-15.117927132419982
Palabra:ouvir Frec:1 LogProb:-15.70288963314114
Palabra:ouw Frec:1 LogProb:-15.70288963314114
Palabra:ouxq Frec:1 LogProb:-15.70288963314114
Palabra:ov Frec:2 LogProb:-15.117927132419982
Palabra:ovaries Frec:1 LogProb:-15.70288963314114
Palabra:oven Frec:1 LogProb:-15.70288963314114
Palabra:over Frec:86 LogProb:-10.259946137292411
Palabra:overall Frec:2 LogProb:-15.117927132419982
Palabra:overblown Frec:1 LogProb:-15.70288963314114
Palabra:overcome Frec:1 LogProb:-15.70288963314114
Palabra:overdrive Frec:1 LogProb:-15.70288963314114
Palabra:overflow Frec:1 LogProb:-15.70288963314114
Palabra:overload Frec:2 LogProb:-15.117927132419982
Palabra:overloaded Frec:1 LogProb:-15.70288963314114
Palabra:overpopulation Frec:1 LogProb:-15.70288963314114
Palabra:overpriced Frec:1 LogProb:-15.70288963314114
Palabra:overrated Frec:1 LogProb:-15.70288963314114
Palabra:oversee Frec:1 LogProb:-15.70288963314114
Palabra:overtake Frec:1 LogProb:-15.70288963314114
Palabra:overtime Frec:2 LogProb:-15.117927132419982
Palabra:overtook Frec:1 LogProb:-15.70288963314114
Palabra:overtures Frec:1 LogProb:-15.70288963314114
Palabra:overturn Frec:1 LogProb:-15.70288963314114
Palabra:overwatch Frec:1 LogProb:-15.70288963314114
Palabra:overwhelming Frec:3 LogProb:-14.70288963314114
Palabra:overwork Frec:2 LogProb:-15.117927132419982
Palabra:ovfk Frec:1 LogProb:-15.70288963314114
Palabra:ovo Frec:1 LogProb:-15.70288963314114
Palabra:ovoc Frec:1 LogProb:-15.70288963314114
Palabra:ovofest Frec:2 LogProb:-15.117927132419982
Palabra:ovoos Frec:1 LogProb:-15.70288963314114
Palabra:ovsahql Frec:1 LogProb:-15.70288963314114
Palabra:ow Frec:2 LogProb:-15.117927132419982
Palabra:owen Frec:1 LogProb:-15.70288963314114
Palabra:owiuc Frec:1 LogProb:-15.70288963314114
Palabra:own Frec:25 LogProb:-12.002449915000046
Palabra:owner Frec:8 LogProb:-13.532964631698828
Palabra:owners Frec:5 LogProb:-14.117927132419982
Palabra:ownership Frec:1 LogProb:-15.70288963314114
Palabra:owvk Frec:1 LogProb:-15.70288963314114
Palabra:oxaq Frec:1 LogProb:-15.70288963314114
Palabra:oxqfdgwx Frec:1 LogProb:-15.70288963314114
Palabra:oxquik Frec:1 LogProb:-15.70288963314114
Palabra:oy Frec:2 LogProb:-15.117927132419982
Palabra:oyster Frec:1 LogProb:-15.70288963314114
Palabra:oz Frec:4 LogProb:-14.380961538253777
Palabra:ozc Frec:1 LogProb:-15.70288963314114
Palabra:ozr Frec:1 LogProb:-15.70288963314114
Palabra:ozs Frec:1 LogProb:-15.70288963314114
Palabra:p Frec:69 LogProb:-10.573606616196173
Palabra:pa Frec:1 LogProb:-15.70288963314114
Palabra:pace Frec:4 LogProb:-14.380961538253777
Palabra:paci Frec:1 LogProb:-15.70288963314114
Palabra:pacific Frec:1 LogProb:-15.70288963314114
Palabra:pack Frec:9 LogProb:-13.380961538253777
Palabra:package Frec:1 LogProb:-15.70288963314114
Palabra:packard Frec:1 LogProb:-15.70288963314114
Palabra:packed Frec:2 LogProb:-15.117927132419982
Palabra:packets Frec:1 LogProb:-15.70288963314114
Palabra:packing Frec:1 LogProb:-15.70288963314114
Palabra:packs Frec:4 LogProb:-14.380961538253777
Palabra:pacquiao Frec:1 LogProb:-15.70288963314114
Palabra:pact Frec:1 LogProb:-15.70288963314114
Palabra:padded Frec:2 LogProb:-15.117927132419982
Palabra:padres Frec:1 LogProb:-15.70288963314114
Palabra:pads Frec:1 LogProb:-15.70288963314114
Palabra:paeds Frec:1 LogProb:-15.70288963314114
Palabra:page Frec:7 LogProb:-13.70288963314114
Palabra:pages Frec:1 LogProb:-15.70288963314114
Palabra:pageshi Frec:1 LogProb:-15.70288963314114
Palabra:paging Frec:1 LogProb:-15.70288963314114
Palabra:pai Frec:1 LogProb:-15.70288963314114
Palabra:paid Frec:4 LogProb:-14.380961538253777
Palabra:pain Frec:16 LogProb:-12.6154267918908
Palabra:paine Frec:1 LogProb:-15.70288963314114
Palabra:painful Frec:2 LogProb:-15.117927132419982
Palabra:paint Frec:2 LogProb:-15.117927132419982
Palabra:paintball Frec:1 LogProb:-15.70288963314114
Palabra:painthey Frec:1 LogProb:-15.70288963314114
Palabra:painting Frec:4 LogProb:-14.380961538253777
Palabra:paints Frec:2 LogProb:-15.117927132419982
Palabra:pair Frec:4 LogProb:-14.380961538253777
Palabra:pajamas Frec:1 LogProb:-15.70288963314114
Palabra:pajy Frec:1 LogProb:-15.70288963314114
Palabra:pakistan Frec:7 LogProb:-13.70288963314114
Palabra:paladins Frec:1 LogProb:-15.70288963314114
Palabra:pale Frec:1 LogProb:-15.70288963314114
Palabra:paleface Frec:1 LogProb:-15.70288963314114
Palabra:palestine Frec:1 LogProb:-15.70288963314114
Palabra:palin Frec:3 LogProb:-14.70288963314114
Palabra:palm Frec:1 LogProb:-15.70288963314114
Palabra:palmer Frec:1 LogProb:-15.70288963314114
Palabra:palms Frec:2 LogProb:-15.117927132419982
Palabra:pam Frec:2 LogProb:-15.117927132419982
Palabra:pamanian Frec:1 LogProb:-15.70288963314114
Palabra:pamela Frec:1 LogProb:-15.70288963314114
Palabra:pampered Frec:1 LogProb:-15.70288963314114
Palabra:pan Frec:1 LogProb:-15.70288963314114
Palabra:pancakes Frec:2 LogProb:-15.117927132419982
Palabra:pandemic Frec:1 LogProb:-15.70288963314114
Palabra:pandemonium Frec:35 LogProb:-11.532964631698826
Palabra:pandering Frec:1 LogProb:-15.70288963314114
Palabra:pandora Frec:1 LogProb:-15.70288963314114
Palabra:panel Frec:2 LogProb:-15.117927132419982
Palabra:panic Frec:49 LogProb:-11.059033443366415
Palabra:panicked Frec:1 LogProb:-15.70288963314114
Palabra:panicking Frec:45 LogProb:-11.179327677084126
Palabra:panik Frec:1 LogProb:-15.70288963314114
Palabra:panther Frec:1 LogProb:-15.70288963314114
Palabra:pantherattack Frec:5 LogProb:-14.117927132419982
Palabra:panties Frec:1 LogProb:-15.70288963314114
Palabra:pants Frec:4 LogProb:-14.380961538253777
Palabra:paper Frec:7 LogProb:-13.70288963314114
Palabra:paperback Frec:1 LogProb:-15.70288963314114
Palabra:paperwork Frec:1 LogProb:-15.70288963314114
Palabra:papi Frec:3 LogProb:-14.70288963314114
Palabra:papiichampoo Frec:1 LogProb:-15.70288963314114
Palabra:para Frec:1 LogProb:-15.70288963314114
Palabra:paracord Frec:1 LogProb:-15.70288963314114
Palabra:parade Frec:3 LogProb:-14.70288963314114
Palabra:paradise Frec:1 LogProb:-15.70288963314114
Palabra:parallel Frec:1 LogProb:-15.70288963314114
Palabra:paramedic Frec:1 LogProb:-15.70288963314114
Palabra:paramedics Frec:1 LogProb:-15.70288963314114
Palabra:paramore Frec:1 LogProb:-15.70288963314114
Palabra:paranormal Frec:1 LogProb:-15.70288963314114
Palabra:paraplegic Frec:1 LogProb:-15.70288963314114
Palabra:parcel Frec:1 LogProb:-15.70288963314114
Palabra:pardon Frec:1 LogProb:-15.70288963314114
Palabra:parental Frec:2 LogProb:-15.117927132419982
Palabra:parenthood Frec:9 LogProb:-13.380961538253777
Palabra:parenting Frec:1 LogProb:-15.70288963314114
Palabra:parents Frec:11 LogProb:-13.117927132419982
Palabra:paris Frec:1 LogProb:-15.70288963314114
Palabra:parisian Frec:1 LogProb:-15.70288963314114
Palabra:park Frec:21 LogProb:-12.243458014503844
Palabra:parkchat Frec:1 LogProb:-15.70288963314114
Palabra:parked Frec:3 LogProb:-14.70288963314114
Palabra:parker Frec:1 LogProb:-15.70288963314114
Palabra:parking Frec:5 LogProb:-14.117927132419982
Palabra:parks Frec:1 LogProb:-15.70288963314114
Palabra:parliamentary Frec:1 LogProb:-15.70288963314114
Palabra:parlor Frec:1 LogProb:-15.70288963314114
Palabra:parole Frec:4 LogProb:-14.380961538253777
Palabra:pars Frec:1 LogProb:-15.70288963314114
Palabra:parse Frec:2 LogProb:-15.117927132419982
Palabra:parsholics Frec:1 LogProb:-15.70288963314114
Palabra:parson Frec:2 LogProb:-15.117927132419982
Palabra:part Frec:31 LogProb:-11.70288963314114
Palabra:partake Frec:1 LogProb:-15.70288963314114
Palabra:parter Frec:1 LogProb:-15.70288963314114
Palabra:partially Frec:1 LogProb:-15.70288963314114
Palabra:particularly Frec:4 LogProb:-14.380961538253777
Palabra:parties Frec:2 LogProb:-15.117927132419982
Palabra:partner Frec:3 LogProb:-14.70288963314114
Palabra:partnerships Frec:1 LogProb:-15.70288963314114
Palabra:parts Frec:3 LogProb:-14.70288963314114
Palabra:party Frec:16 LogProb:-12.6154267918908
Palabra:pascal Frec:1 LogProb:-15.70288963314114
Palabra:pass Frec:10 LogProb:-13.243458014503844
Palabra:passed Frec:2 LogProb:-15.117927132419982
Palabra:passenger Frec:1 LogProb:-15.70288963314114
Palabra:passing Frec:8 LogProb:-13.532964631698828
Palabra:passion Frec:2 LogProb:-15.117927132419982
Palabra:passive Frec:1 LogProb:-15.70288963314114
Palabra:password Frec:3 LogProb:-14.70288963314114
Palabra:past Frec:20 LogProb:-12.310572210362379
Palabra:pasta Frec:3 LogProb:-14.70288963314114
Palabra:pastie Frec:1 LogProb:-15.70288963314114
Palabra:pastors Frec:1 LogProb:-15.70288963314114
Palabra:pastures Frec:1 LogProb:-15.70288963314114
Palabra:patch Frec:2 LogProb:-15.117927132419982
Palabra:patched Frec:3 LogProb:-14.70288963314114
Palabra:patches Frec:1 LogProb:-15.70288963314114
Palabra:patent Frec:2 LogProb:-15.117927132419982
Palabra:path Frec:2 LogProb:-15.117927132419982
Palabra:pathfinders Frec:1 LogProb:-15.70288963314114
Palabra:pathogen Frec:3 LogProb:-14.70288963314114
Palabra:pathogens Frec:5 LogProb:-14.117927132419982
Palabra:paths Frec:1 LogProb:-15.70288963314114
Palabra:patience Frec:8 LogProb:-13.532964631698828
Palabra:patient Frec:4 LogProb:-14.380961538253777
Palabra:patients Frec:1 LogProb:-15.70288963314114
Palabra:patio Frec:1 LogProb:-15.70288963314114
Palabra:patricio Frec:1 LogProb:-15.70288963314114
Palabra:patrick Frec:5 LogProb:-14.117927132419982
Palabra:patriot Frec:1 LogProb:-15.70288963314114
Palabra:patrol Frec:2 LogProb:-15.117927132419982
Palabra:patron Frec:1 LogProb:-15.70288963314114
