Numero de documentos del corpus:4654
Numero de palabras del corpus:67361
Palabra:_ Frec:271 LogProb:-8.333665104591756
Palabra:invention Frec:1 LogProb:-15.421127945842095
Palabra:inventories Frec:1 LogProb:-15.421127945842095
Palabra:invest Frec:1 LogProb:-15.421127945842095
Palabra:invested Frec:1 LogProb:-15.421127945842095
Palabra:investigate Frec:2 LogProb:-14.836165445120939
Palabra:investigated Frec:1 LogProb:-15.421127945842095
Palabra:investigating Frec:15 LogProb:-12.421127945842096
Palabra:investigation Frec:5 LogProb:-13.836165445120939
Palabra:investigative Frec:1 LogProb:-15.421127945842095
Palabra:investigators Frec:50 LogProb:-10.7487026038706
Palabra:investing Frec:1 LogProb:-15.421127945842095
Palabra:invisible Frec:1 LogProb:-15.421127945842095
Palabra:invited Frec:1 LogProb:-15.421127945842095
Palabra:invoices Frec:1 LogProb:-15.421127945842095
Palabra:involved Frec:6 LogProb:-13.61377302378449
Palabra:involving Frec:7 LogProb:-13.421127945842096
Palabra:inws Frec:1 LogProb:-15.421127945842095
Palabra:io Frec:2 LogProb:-14.836165445120939
Palabra:iof Frec:1 LogProb:-15.421127945842095
Palabra:ioi Frec:1 LogProb:-15.421127945842095
Palabra:iok Frec:1 LogProb:-15.421127945842095
Palabra:ion Frec:1 LogProb:-15.421127945842095
Palabra:iot Frec:1 LogProb:-15.421127945842095
Palabra:iphone Frec:4 LogProb:-14.099199850954733
Palabra:iplayer Frec:1 LogProb:-15.421127945842095
Palabra:ipmowt Frec:1 LogProb:-15.421127945842095
Palabra:ipod Frec:2 LogProb:-14.836165445120939
Palabra:iqirnu Frec:1 LogProb:-15.421127945842095
Palabra:iqm Frec:1 LogProb:-15.421127945842095
Palabra:iqmhvlsm Frec:1 LogProb:-15.421127945842095
Palabra:iqprw Frec:1 LogProb:-15.421127945842095
Palabra:iqswp Frec:1 LogProb:-15.421127945842095
Palabra:ir Frec:2 LogProb:-14.836165445120939
Palabra:ira Frec:1 LogProb:-15.421127945842095
Palabra:iran Frec:37 LogProb:-11.17320043239851
Palabra:irandeal Frec:4 LogProb:-14.099199850954733
Palabra:iranelection Frec:1 LogProb:-15.421127945842095
Palabra:iranian Frec:3 LogProb:-14.421127945842095
Palabra:iranians Frec:1 LogProb:-15.421127945842095
Palabra:irannucleardeal Frec:1 LogProb:-15.421127945842095
Palabra:iraq Frec:10 LogProb:-12.961696327204796
Palabra:iraqi Frec:1 LogProb:-15.421127945842095
Palabra:iraqis Frec:1 LogProb:-15.421127945842095
Palabra:iredell Frec:2 LogProb:-14.836165445120939
Palabra:ireland Frec:1 LogProb:-15.421127945842095
Palabra:ireporter Frec:1 LogProb:-15.421127945842095
Palabra:irh Frec:1 LogProb:-15.421127945842095
Palabra:irhwg Frec:1 LogProb:-15.421127945842095
Palabra:irin Frec:2 LogProb:-14.836165445120939
Palabra:irish Frec:3 LogProb:-14.421127945842095
Palabra:ironic Frec:2 LogProb:-14.836165445120939
Palabra:ironically Frec:1 LogProb:-15.421127945842095
Palabra:irons Frec:1 LogProb:-15.421127945842095
Palabra:irony Frec:1 LogProb:-15.421127945842095
Palabra:irvine Frec:4 LogProb:-14.099199850954733
Palabra:is Frec:506 LogProb:-7.435286008838754
Palabra:isa Frec:1 LogProb:-15.421127945842095
Palabra:isao Frec:1 LogProb:-15.421127945842095
Palabra:isbvks Frec:1 LogProb:-15.421127945842095
Palabra:isil Frec:4 LogProb:-14.099199850954733
Palabra:isis Frec:25 LogProb:-11.720688227701002
Palabra:isla Frec:2 LogProb:-14.836165445120939
Palabra:islam Frec:6 LogProb:-13.61377302378449
Palabra:islamic Frec:23 LogProb:-11.836165445120939
Palabra:islamist Frec:1 LogProb:-15.421127945842095
Palabra:island Frec:49 LogProb:-10.77727175606737
Palabra:islands Frec:4 LogProb:-14.099199850954733
Palabra:isles Frec:1 LogProb:-15.421127945842095
Palabra:isn Frec:13 LogProb:-12.613773023784493
Palabra:iso Frec:1 LogProb:-15.421127945842095
Palabra:isolation Frec:1 LogProb:-15.421127945842095
Palabra:isote Frec:1 LogProb:-15.421127945842095
Palabra:ispiarp Frec:1 LogProb:-15.421127945842095
Palabra:israel Frec:24 LogProb:-11.777271756067371
Palabra:israeli Frec:40 LogProb:-11.063575941224011
Palabra:issue Frec:4 LogProb:-14.099199850954733
Palabra:issued Frec:22 LogProb:-11.89756598978508
Palabra:issues Frec:33 LogProb:-11.333665104591756
Palabra:ist Frec:1 LogProb:-15.421127945842095
Palabra:it Frec:325 LogProb:-8.072399791611018
Palabra:ita Frec:1 LogProb:-15.421127945842095
Palabra:italian Frec:11 LogProb:-12.836165445120939
Palabra:italians Frec:1 LogProb:-15.421127945842095
Palabra:italy Frec:8 LogProb:-13.251202944399783
Palabra:ite Frec:2 LogProb:-14.836165445120939
Palabra:items Frec:2 LogProb:-14.836165445120939
Palabra:ithats Frec:1 LogProb:-15.421127945842095
Palabra:itk Frec:1 LogProb:-15.421127945842095
Palabra:its Frec:38 LogProb:-11.135725726979848
Palabra:itself Frec:2 LogProb:-14.836165445120939
Palabra:iturasya Frec:1 LogProb:-15.421127945842095
Palabra:iuaul Frec:1 LogProb:-15.421127945842095
Palabra:iug Frec:2 LogProb:-14.836165445120939
Palabra:iul Frec:1 LogProb:-15.421127945842095
Palabra:iupkn Frec:1 LogProb:-15.421127945842095
Palabra:ivanberroa Frec:2 LogProb:-14.836165445120939
Palabra:ivnfg Frec:1 LogProb:-15.421127945842095
Palabra:ivo Frec:1 LogProb:-15.421127945842095
Palabra:ivwrdkk Frec:1 LogProb:-15.421127945842095
Palabra:iw Frec:1 LogProb:-15.421127945842095
Palabra:iwate Frec:1 LogProb:-15.421127945842095
Palabra:iwo Frec:1 LogProb:-15.421127945842095
Palabra:iwpvf Frec:1 LogProb:-15.421127945842095
Palabra:ixrh Frec:1 LogProb:-15.421127945842095
Palabra:ixrjq Frec:1 LogProb:-15.421127945842095
Palabra:ixt Frec:1 LogProb:-15.421127945842095
Palabra:iy Frec:2 LogProb:-14.836165445120939
Palabra:iyaj Frec:1 LogProb:-15.421127945842095
Palabra:iyh Frec:1 LogProb:-15.421127945842095
Palabra:iyhg Frec:1 LogProb:-15.421127945842095
Palabra:iyx Frec:1 LogProb:-15.421127945842095
Palabra:izkz Frec:1 LogProb:-15.421127945842095
Palabra:izpk Frec:1 LogProb:-15.421127945842095
Palabra:izqdk Frec:1 LogProb:-15.421127945842095
Palabra:j Frec:34 LogProb:-11.29184492889713
Palabra:ja Frec:1 LogProb:-15.421127945842095
Palabra:jack Frec:2 LogProb:-14.836165445120939
Palabra:jacket Frec:1 LogProb:-15.421127945842095
Palabra:jackets Frec:2 LogProb:-14.836165445120939
Palabra:jackholes Frec:1 LogProb:-15.421127945842095
Palabra:jackie Frec:1 LogProb:-15.421127945842095
Palabra:jackson Frec:4 LogProb:-14.099199850954733
Palabra:jacksonville Frec:3 LogProb:-14.421127945842095
Palabra:jacobin Frec:1 LogProb:-15.421127945842095
Palabra:jacqui Frec:1 LogProb:-15.421127945842095
Palabra:jade Frec:1 LogProb:-15.421127945842095
Palabra:jaf Frec:1 LogProb:-15.421127945842095
Palabra:jail Frec:2 LogProb:-14.836165445120939
Palabra:jailed Frec:2 LogProb:-14.836165445120939
Palabra:jakartapost Frec:2 LogProb:-14.836165445120939
Palabra:jakge Frec:1 LogProb:-15.421127945842095
Palabra:jam Frec:4 LogProb:-14.099199850954733
Palabra:jamaica Frec:4 LogProb:-14.099199850954733
Palabra:jamaicaplain Frec:1 LogProb:-15.421127945842095
Palabra:jamal Frec:1 LogProb:-15.421127945842095
Palabra:james Frec:2 LogProb:-14.836165445120939
Palabra:jamfiu Frec:1 LogProb:-15.421127945842095
Palabra:jammed Frec:1 LogProb:-15.421127945842095
Palabra:jammu Frec:1 LogProb:-15.421127945842095
Palabra:jan Frec:5 LogProb:-13.836165445120939
Palabra:janata Frec:1 LogProb:-15.421127945842095
Palabra:janeenorman Frec:1 LogProb:-15.421127945842095
Palabra:janta Frec:1 LogProb:-15.421127945842095
Palabra:jap Frec:5 LogProb:-13.836165445120939
Palabra:japan Frec:81 LogProb:-10.063575941224011
Palabra:japanese Frec:14 LogProb:-12.514237350233577
Palabra:japanjapan Frec:1 LogProb:-15.421127945842095
Palabra:japs Frec:1 LogProb:-15.421127945842095
Palabra:japton Frec:2 LogProb:-14.836165445120939
Palabra:jaqtowm Frec:1 LogProb:-15.421127945842095
Palabra:jaron Frec:1 LogProb:-15.421127945842095
Palabra:jawans Frec:1 LogProb:-15.421127945842095
Palabra:jax Frec:2 LogProb:-14.836165445120939
Palabra:jaxx Frec:1 LogProb:-15.421127945842095
Palabra:jayelectronica Frec:1 LogProb:-15.421127945842095
Palabra:jazz Frec:1 LogProb:-15.421127945842095
Palabra:jbreesxv Frec:1 LogProb:-15.421127945842095
Palabra:jc Frec:2 LogProb:-14.836165445120939
Palabra:jcau Frec:1 LogProb:-15.421127945842095
Palabra:jcho Frec:1 LogProb:-15.421127945842095
Palabra:jcjyq Frec:1 LogProb:-15.421127945842095
Palabra:jd Frec:1 LogProb:-15.421127945842095
Palabra:jdj Frec:1 LogProb:-15.421127945842095
Palabra:jdnijx Frec:1 LogProb:-15.421127945842095
Palabra:jdoub Frec:1 LogProb:-15.421127945842095
Palabra:jdq Frec:1 LogProb:-15.421127945842095
Palabra:je Frec:1 LogProb:-15.421127945842095
Palabra:jealous Frec:1 LogProb:-15.421127945842095
Palabra:jeans Frec:3 LogProb:-14.421127945842095
Palabra:jecfrv Frec:2 LogProb:-14.836165445120939
Palabra:jedi Frec:1 LogProb:-15.421127945842095
Palabra:jeep Frec:1 LogProb:-15.421127945842095
Palabra:jeez Frec:1 LogProb:-15.421127945842095
Palabra:jeff Frec:2 LogProb:-14.836165445120939
Palabra:jefferson Frec:1 LogProb:-15.421127945842095
Palabra:jejuy Frec:1 LogProb:-15.421127945842095
Palabra:jenner Frec:1 LogProb:-15.421127945842095
Palabra:jerry Frec:3 LogProb:-14.421127945842095
Palabra:jerusalem Frec:1 LogProb:-15.421127945842095
Palabra:jerusalempost Frec:1 LogProb:-15.421127945842095
Palabra:jessica Frec:1 LogProb:-15.421127945842095
Palabra:jesus Frec:2 LogProb:-14.836165445120939
Palabra:jet Frec:7 LogProb:-13.421127945842096
Palabra:jets Frec:2 LogProb:-14.836165445120939
Palabra:jetstar Frec:1 LogProb:-15.421127945842095
Palabra:jew Frec:1 LogProb:-15.421127945842095
Palabra:jewell Frec:1 LogProb:-15.421127945842095
Palabra:jewels Frec:3 LogProb:-14.421127945842095
Palabra:jewish Frec:3 LogProb:-14.421127945842095
Palabra:jez Frec:1 LogProb:-15.421127945842095
Palabra:jf Frec:1 LogProb:-15.421127945842095
Palabra:jfb Frec:1 LogProb:-15.421127945842095
Palabra:jfk Frec:1 LogProb:-15.421127945842095
Palabra:jg Frec:2 LogProb:-14.836165445120939
Palabra:jgf Frec:1 LogProb:-15.421127945842095
Palabra:jgkjv Frec:1 LogProb:-15.421127945842095
Palabra:jhk Frec:1 LogProb:-15.421127945842095
Palabra:jhrjof Frec:1 LogProb:-15.421127945842095
Palabra:jhtz Frec:1 LogProb:-15.421127945842095
Palabra:jhvfc Frec:1 LogProb:-15.421127945842095
Palabra:ji Frec:1 LogProb:-15.421127945842095
Palabra:jif Frec:1 LogProb:-15.421127945842095
Palabra:jihad Frec:1 LogProb:-15.421127945842095
Palabra:jihadi Frec:1 LogProb:-15.421127945842095
Palabra:jihadis Frec:1 LogProb:-15.421127945842095
Palabra:jihadist Frec:1 LogProb:-15.421127945842095
Palabra:jim Frec:1 LogProb:-15.421127945842095
Palabra:jima Frec:1 LogProb:-15.421127945842095
Palabra:jio Frec:1 LogProb:-15.421127945842095
Palabra:jishin_e Frec:1 LogProb:-15.421127945842095
Palabra:jittering Frec:1 LogProb:-15.421127945842095
Palabra:jiwa Frec:1 LogProb:-15.421127945842095
Palabra:jjjin Frec:1 LogProb:-15.421127945842095
Palabra:jjk Frec:1 LogProb:-15.421127945842095
Palabra:jjns Frec:1 LogProb:-15.421127945842095
Palabra:jjzs Frec:1 LogProb:-15.421127945842095
Palabra:jk Frec:2 LogProb:-14.836165445120939
Palabra:jkcvq Frec:1 LogProb:-15.421127945842095
Palabra:jkl Frec:2 LogProb:-14.836165445120939
Palabra:jkuh Frec:1 LogProb:-15.421127945842095
Palabra:jkvxz Frec:1 LogProb:-15.421127945842095
Palabra:jl Frec:2 LogProb:-14.836165445120939
Palabra:jlep Frec:1 LogProb:-15.421127945842095
Palabra:jm Frec:1 LogProb:-15.421127945842095
Palabra:jmbzobo Frec:1 LogProb:-15.421127945842095
Palabra:jmkan Frec:1 LogProb:-15.421127945842095
Palabra:jmlej Frec:1 LogProb:-15.421127945842095
Palabra:jn Frec:1 LogProb:-15.421127945842095
Palabra:jngvb Frec:1 LogProb:-15.421127945842095
Palabra:jnqsau Frec:1 LogProb:-15.421127945842095
Palabra:jnx Frec:1 LogProb:-15.421127945842095
Palabra:jnztt Frec:1 LogProb:-15.421127945842095
Palabra:job Frec:5 LogProb:-13.836165445120939
Palabra:jobs Frec:3 LogProb:-14.421127945842095
Palabra:joe Frec:5 LogProb:-13.836165445120939
Palabra:joelheyman Frec:1 LogProb:-15.421127945842095
Palabra:joew Frec:1 LogProb:-15.421127945842095
Palabra:johannesburg Frec:3 LogProb:-14.421127945842095
Palabra:john Frec:3 LogProb:-14.421127945842095
Palabra:johns Frec:1 LogProb:-15.421127945842095
Palabra:johnson Frec:1 LogProb:-15.421127945842095
Palabra:join Frec:4 LogProb:-14.099199850954733
Palabra:joined Frec:2 LogProb:-14.836165445120939
Palabra:joint Frec:1 LogProb:-15.421127945842095
Palabra:jojop Frec:1 LogProb:-15.421127945842095
Palabra:joke Frec:1 LogProb:-15.421127945842095
Palabra:jokumh Frec:1 LogProb:-15.421127945842095
Palabra:jommugh Frec:1 LogProb:-15.421127945842095
Palabra:jon Frec:2 LogProb:-14.836165445120939
Palabra:jonas Frec:1 LogProb:-15.421127945842095
Palabra:jonathan Frec:13 LogProb:-12.613773023784493
Palabra:jonathanferrell Frec:1 LogProb:-15.421127945842095
Palabra:jonesboro Frec:1 LogProb:-15.421127945842095
Palabra:jordan Frec:2 LogProb:-14.836165445120939
Palabra:joseph Frec:1 LogProb:-15.421127945842095
Palabra:jou Frec:1 LogProb:-15.421127945842095
Palabra:journal Frec:3 LogProb:-14.421127945842095
Palabra:journalism Frec:2 LogProb:-14.836165445120939
Palabra:journalist Frec:4 LogProb:-14.099199850954733
Palabra:journey Frec:1 LogProb:-15.421127945842095
Palabra:journeys Frec:1 LogProb:-15.421127945842095
Palabra:journo Frec:1 LogProb:-15.421127945842095
Palabra:jp Frec:1 LogProb:-15.421127945842095
Palabra:jpbtl Frec:1 LogProb:-15.421127945842095
Palabra:jpjgiipw Frec:1 LogProb:-15.421127945842095
Palabra:jplocalfirst Frec:1 LogProb:-15.421127945842095
Palabra:jps Frec:1 LogProb:-15.421127945842095
Palabra:jpz Frec:1 LogProb:-15.421127945842095
Palabra:jqjh Frec:1 LogProb:-15.421127945842095
Palabra:jqn Frec:1 LogProb:-15.421127945842095
Palabra:jqoznr Frec:1 LogProb:-15.421127945842095
Palabra:jqwo Frec:1 LogProb:-15.421127945842095
Palabra:jrmyb Frec:1 LogProb:-15.421127945842095
Palabra:jrowah Frec:1 LogProb:-15.421127945842095
Palabra:jrtl Frec:1 LogProb:-15.421127945842095
Palabra:jrxe Frec:1 LogProb:-15.421127945842095
Palabra:jsdf Frec:1 LogProb:-15.421127945842095
Palabra:jsh Frec:1 LogProb:-15.421127945842095
Palabra:jst Frec:6 LogProb:-13.61377302378449
Palabra:jsunnews Frec:1 LogProb:-15.421127945842095
Palabra:jt Frec:2 LogProb:-14.836165445120939
Palabra:jty Frec:1 LogProb:-15.421127945842095
Palabra:ju Frec:2 LogProb:-14.836165445120939
Palabra:juanmthompson Frec:1 LogProb:-15.421127945842095
Palabra:juc Frec:1 LogProb:-15.421127945842095
Palabra:judge Frec:2 LogProb:-14.836165445120939
Palabra:judgement Frec:1 LogProb:-15.421127945842095
Palabra:jul Frec:1 LogProb:-15.421127945842095
Palabra:julian Frec:1 LogProb:-15.421127945842095
Palabra:julie Frec:1 LogProb:-15.421127945842095
Palabra:july Frec:8 LogProb:-13.251202944399783
Palabra:jumper Frec:1 LogProb:-15.421127945842095
Palabra:jun Frec:1 LogProb:-15.421127945842095
Palabra:junction Frec:1 LogProb:-15.421127945842095
Palabra:junctions Frec:1 LogProb:-15.421127945842095
Palabra:june Frec:2 LogProb:-14.836165445120939
Palabra:jungle Frec:1 LogProb:-15.421127945842095
Palabra:junko Frec:1 LogProb:-15.421127945842095
Palabra:jurors Frec:2 LogProb:-14.836165445120939
Palabra:jury Frec:2 LogProb:-14.836165445120939
Palabra:just Frec:112 LogProb:-9.600948983426907
Palabra:justbitching Frec:1 LogProb:-15.421127945842095
Palabra:justice Frec:5 LogProb:-13.836165445120939
Palabra:justified Frec:3 LogProb:-14.421127945842095
Palabra:jutfxbm Frec:1 LogProb:-15.421127945842095
Palabra:jutvytg Frec:1 LogProb:-15.421127945842095
Palabra:jva Frec:1 LogProb:-15.421127945842095
Palabra:jvhni Frec:1 LogProb:-15.421127945842095
Palabra:jw Frec:2 LogProb:-14.836165445120939
Palabra:jwgt Frec:1 LogProb:-15.421127945842095
Palabra:jx Frec:1 LogProb:-15.421127945842095
Palabra:jxs Frec:1 LogProb:-15.421127945842095
Palabra:jxx Frec:1 LogProb:-15.421127945842095
Palabra:jxyvbnj Frec:1 LogProb:-15.421127945842095
Palabra:jy Frec:1 LogProb:-15.421127945842095
Palabra:jyabyz Frec:1 LogProb:-15.421127945842095
Palabra:jypizsd Frec:2 LogProb:-14.836165445120939
Palabra:jyzm Frec:1 LogProb:-15.421127945842095
Palabra:jz Frec:2 LogProb:-14.836165445120939
Palabra:jzskmrc Frec:1 LogProb:-15.421127945842095
Palabra:jzt Frec:1 LogProb:-15.421127945842095
Palabra:k Frec:47 LogProb:-10.836165445120939
Palabra:ka Frec:1 LogProb:-15.421127945842095
Palabra:kabari Frec:1 LogProb:-15.421127945842095
Palabra:kabul Frec:1 LogProb:-15.421127945842095
Palabra:kach Frec:1 LogProb:-15.421127945842095
Palabra:kaduna Frec:8 LogProb:-13.251202944399783
Palabra:kahel Frec:1 LogProb:-15.421127945842095
Palabra:kahl Frec:1 LogProb:-15.421127945842095
Palabra:kai Frec:1 LogProb:-15.421127945842095
Palabra:kaimai Frec:1 LogProb:-15.421127945842095
Palabra:kaiserjaegers Frec:1 LogProb:-15.421127945842095
Palabra:kakeru Frec:1 LogProb:-15.421127945842095
Palabra:kalispell Frec:1 LogProb:-15.421127945842095
Palabra:kalmikya Frec:1 LogProb:-15.421127945842095
Palabra:kamayani Frec:1 LogProb:-15.421127945842095
Palabra:kamindoz Frec:1 LogProb:-15.421127945842095
Palabra:kamloops Frec:1 LogProb:-15.421127945842095
Palabra:kampers Frec:1 LogProb:-15.421127945842095
Palabra:kan Frec:1 LogProb:-15.421127945842095
Palabra:kanglaonline Frec:1 LogProb:-15.421127945842095
Palabra:kano Frec:1 LogProb:-15.421127945842095
Palabra:kansas Frec:1 LogProb:-15.421127945842095
Palabra:kanye Frec:2 LogProb:-14.836165445120939
Palabra:kappa Frec:1 LogProb:-15.421127945842095
Palabra:karachi Frec:4 LogProb:-14.099199850954733
Palabra:karen Frec:1 LogProb:-15.421127945842095
Palabra:karjo Frec:1 LogProb:-15.421127945842095
Palabra:karlsruhe Frec:1 LogProb:-15.421127945842095
Palabra:karma Frec:1 LogProb:-15.421127945842095
Palabra:karnythia Frec:1 LogProb:-15.421127945842095
Palabra:kasab Frec:2 LogProb:-14.836165445120939
Palabra:kasabwe Frec:1 LogProb:-15.421127945842095
Palabra:kashmir Frec:2 LogProb:-14.836165445120939
Palabra:kashmirconflict Frec:1 LogProb:-15.421127945842095
Palabra:katrina Frec:3 LogProb:-14.421127945842095
Palabra:katu Frec:1 LogProb:-15.421127945842095
Palabra:katunews Frec:1 LogProb:-15.421127945842095
Palabra:kaz Frec:1 LogProb:-15.421127945842095
Palabra:kb Frec:1 LogProb:-15.421127945842095
Palabra:kbak Frec:1 LogProb:-15.421127945842095
Palabra:kbh Frec:1 LogProb:-15.421127945842095
Palabra:kbp Frec:1 LogProb:-15.421127945842095
Palabra:kburt Frec:1 LogProb:-15.421127945842095
Palabra:kc Frec:3 LogProb:-14.421127945842095
Palabra:kca Frec:4 LogProb:-14.099199850954733
Palabra:kcarosawmur Frec:1 LogProb:-15.421127945842095
Palabra:kcem Frec:1 LogProb:-15.421127945842095
Palabra:kcgpiwm Frec:1 LogProb:-15.421127945842095
Palabra:kcrlir Frec:1 LogProb:-15.421127945842095
Palabra:kcrw Frec:1 LogProb:-15.421127945842095
Palabra:kctfb Frec:1 LogProb:-15.421127945842095
Palabra:kcy Frec:1 LogProb:-15.421127945842095
Palabra:kd Frec:3 LogProb:-14.421127945842095
Palabra:kdh Frec:1 LogProb:-15.421127945842095
Palabra:kdj Frec:1 LogProb:-15.421127945842095
Palabra:ke Frec:5 LogProb:-13.836165445120939
Palabra:keep Frec:13 LogProb:-12.613773023784493
Palabra:keeps Frec:5 LogProb:-13.836165445120939
Palabra:kei Frec:1 LogProb:-15.421127945842095
Palabra:keio Frec:1 LogProb:-15.421127945842095
Palabra:kelly Frec:1 LogProb:-15.421127945842095
Palabra:kemsley Frec:1 LogProb:-15.421127945842095
Palabra:kenai Frec:1 LogProb:-15.421127945842095
Palabra:kendall Frec:1 LogProb:-15.421127945842095
Palabra:kennedy Frec:1 LogProb:-15.421127945842095
Palabra:kenya Frec:2 LogProb:-14.836165445120939
Palabra:keoe Frec:1 LogProb:-15.421127945842095
Palabra:kept Frec:3 LogProb:-14.421127945842095
Palabra:kern Frec:1 LogProb:-15.421127945842095
Palabra:kerricktrial Frec:3 LogProb:-14.421127945842095
Palabra:kerry Frec:2 LogProb:-14.836165445120939
Palabra:kesabaran Frec:1 LogProb:-15.421127945842095
Palabra:kessler Frec:1 LogProb:-15.421127945842095
Palabra:ketep Frec:2 LogProb:-14.836165445120939
Palabra:key Frec:6 LogProb:-13.61377302378449
Palabra:kfa Frec:1 LogProb:-15.421127945842095
Palabra:kfg Frec:1 LogProb:-15.421127945842095
Palabra:kfrx Frec:1 LogProb:-15.421127945842095
Palabra:kfvs Frec:1 LogProb:-15.421127945842095
Palabra:kg Frec:1 LogProb:-15.421127945842095
Palabra:kgftc Frec:1 LogProb:-15.421127945842095
Palabra:kgi Frec:1 LogProb:-15.421127945842095
Palabra:kglt Frec:1 LogProb:-15.421127945842095
Palabra:kgn Frec:1 LogProb:-15.421127945842095
Palabra:kh Frec:2 LogProb:-14.836165445120939
Palabra:khalil Frec:1 LogProb:-15.421127945842095
Palabra:khbiw Frec:1 LogProb:-15.421127945842095
Palabra:kheh Frec:1 LogProb:-15.421127945842095
Palabra:khfsd Frec:1 LogProb:-15.421127945842095
Palabra:khkffwc Frec:1 LogProb:-15.421127945842095
Palabra:khomeini Frec:1 LogProb:-15.421127945842095
Palabra:khosa Frec:1 LogProb:-15.421127945842095
Palabra:khq Frec:1 LogProb:-15.421127945842095
Palabra:khulna Frec:1 LogProb:-15.421127945842095
Palabra:khuzdar Frec:1 LogProb:-15.421127945842095
Palabra:khzjv Frec:1 LogProb:-15.421127945842095
Palabra:ki Frec:2 LogProb:-14.836165445120939
Palabra:kick Frec:2 LogProb:-14.836165445120939
Palabra:kicked Frec:1 LogProb:-15.421127945842095
Palabra:kicks Frec:1 LogProb:-15.421127945842095
Palabra:kid Frec:2 LogProb:-14.836165445120939
Palabra:kiddo Frec:1 LogProb:-15.421127945842095
Palabra:kidnap Frec:1 LogProb:-15.421127945842095
Palabra:kidnapped Frec:11 LogProb:-12.836165445120939
Palabra:kidney Frec:1 LogProb:-15.421127945842095
Palabra:kids Frec:15 LogProb:-12.421127945842096
Palabra:kidscompany Frec:1 LogProb:-15.421127945842095
Palabra:kiev Frec:2 LogProb:-14.836165445120939
Palabra:kigm Frec:1 LogProb:-15.421127945842095
Palabra:kiilud Frec:1 LogProb:-15.421127945842095
Palabra:kik Frec:1 LogProb:-15.421127945842095
Palabra:kikes Frec:1 LogProb:-15.421127945842095
Palabra:kill Frec:28 LogProb:-11.563146950714524
Palabra:killed Frec:119 LogProb:-9.514237350233577
Palabra:killedsomebody Frec:1 LogProb:-15.421127945842095
Palabra:killeen Frec:1 LogProb:-15.421127945842095
Palabra:killer Frec:4 LogProb:-14.099199850954733
Palabra:killers Frec:1 LogProb:-15.421127945842095
Palabra:killhard Frec:1 LogProb:-15.421127945842095
Palabra:killin Frec:1 LogProb:-15.421127945842095
Palabra:killing Frec:16 LogProb:-12.333665104591756
Palabra:killings Frec:1 LogProb:-15.421127945842095
Palabra:kills Frec:56 LogProb:-10.588237931677353
Palabra:kimery Frec:1 LogProb:-15.421127945842095
Palabra:kind Frec:2 LogProb:-14.836165445120939
Palabra:kinda Frec:3 LogProb:-14.421127945842095
Palabra:kindermorgan Frec:1 LogProb:-15.421127945842095
Palabra:king Frec:2 LogProb:-14.836165445120939
Palabra:kingdom Frec:2 LogProb:-14.836165445120939
Palabra:kings Frec:1 LogProb:-15.421127945842095
Palabra:kingston Frec:1 LogProb:-15.421127945842095
Palabra:kiri Frec:1 LogProb:-15.421127945842095
Palabra:kirsten Frec:1 LogProb:-15.421127945842095
Palabra:kisii Frec:6 LogProb:-13.61377302378449
Palabra:kiss Frec:1 LogProb:-15.421127945842095
Palabra:kisses Frec:1 LogProb:-15.421127945842095
Palabra:kit Frec:6 LogProb:-13.61377302378449
Palabra:kitchen Frec:1 LogProb:-15.421127945842095
Palabra:kits Frec:1 LogProb:-15.421127945842095
Palabra:kitten Frec:2 LogProb:-14.836165445120939
Palabra:kjacv Frec:1 LogProb:-15.421127945842095
Palabra:kjatjgzn Frec:1 LogProb:-15.421127945842095
Palabra:kjc Frec:1 LogProb:-15.421127945842095
Palabra:kjdlwkfb Frec:1 LogProb:-15.421127945842095
Palabra:kje Frec:1 LogProb:-15.421127945842095
Palabra:kjzl Frec:1 LogProb:-15.421127945842095
Palabra:kkgsjx Frec:1 LogProb:-15.421127945842095
Palabra:kl Frec:1 LogProb:-15.421127945842095
Palabra:klimkin Frec:1 LogProb:-15.421127945842095
Palabra:klinenberg Frec:1 LogProb:-15.421127945842095
Palabra:km Frec:35 LogProb:-11.251202944399783
Palabra:kmae Frec:1 LogProb:-15.421127945842095
Palabra:kmtrj Frec:1 LogProb:-15.421127945842095
Palabra:kmxuverg Frec:1 LogProb:-15.421127945842095
Palabra:kn Frec:3 LogProb:-14.421127945842095
Palabra:knee Frec:2 LogProb:-14.836165445120939
Palabra:knees Frec:1 LogProb:-15.421127945842095
Palabra:knew Frec:3 LogProb:-14.421127945842095
Palabra:knife Frec:1 LogProb:-15.421127945842095
Palabra:knight Frec:1 LogProb:-15.421127945842095
Palabra:knk Frec:1 LogProb:-15.421127945842095
Palabra:knmzg Frec:1 LogProb:-15.421127945842095
Palabra:knob Frec:1 LogProb:-15.421127945842095
Palabra:knobhead Frec:1 LogProb:-15.421127945842095
Palabra:knock Frec:9 LogProb:-13.099199850954733
Palabra:knocked Frec:1 LogProb:-15.421127945842095
Palabra:knocks Frec:2 LogProb:-14.836165445120939
Palabra:knott Frec:1 LogProb:-15.421127945842095
Palabra:know Frec:39 LogProb:-11.099199850954733
Palabra:knowing Frec:3 LogProb:-14.421127945842095
Palabra:known Frec:3 LogProb:-14.421127945842095
Palabra:knows Frec:2 LogProb:-14.836165445120939
Palabra:knox Frec:1 LogProb:-15.421127945842095
Palabra:knoxville Frec:2 LogProb:-14.836165445120939
